OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
492,24,1,4/4/2021 10:31:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,4/4/2021 10:31:58 PM,18,31,58,688,-75.1134,39.9966
493,24,1,4/24/2021 1:30:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,4/24/2021 1:30:58 PM,9,30,58,708,-75.113,39.9961
494,24,1,8/11/2021 9:17:00 PM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/11/2021 9:17:58 PM,17,17,58,741,-75.1138,39.9965
495,24,1,6/8/2021 10:33:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,6/8/2021 10:33:58 AM,6,33,58,774,-75.1132,39.9964
496,24,1,1/12/2021 6:12:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/12/2021 6:12:58 PM,13,12,58,793,-75.1132,39.9964
497,24,1,5/31/2021 9:46:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,5/31/2021 9:46:58 AM,5,46,58,816,-75.1148,39.9967
498,24,1,4/2/2021 12:20:00 AM,800 BLOCK E WESTMORELAND ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,4/2/2021 12:20:58 AM,20,20,58,837,-75.1146,39.9983
499,24,1,2/23/2021 11:02:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/23/2021 11:02:58 AM,6,2,58,849,-75.1132,39.9964
500,24,1,12/15/2021 12:58:00 PM,800 BLOCK E WILLARD ST,600,Theft from Vehicle,EPD,241,Property Crime,Larceny,12/15/2021 12:58:58 PM,7,58,58,871,-75.1152,39.9979
501,24,1,8/6/2021 8:41:00 PM,3200 BLOCK G ST,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/6/2021 8:41:58 PM,16,41,58,905,-75.1154,39.9968
502,24,1,8/11/2021 6:15:00 PM,3200 BLOCK KENSINGTON AV,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,8/11/2021 6:15:58 PM,14,15,58,908,-75.1134,39.9966
503,24,1,2/1/2021 5:14:00 PM,800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/1/2021 5:14:58 PM,12,14,58,939,-75.115,39.9968
504,24,1,8/26/2021 1:35:00 PM,3200 BLOCK POTTER ST,500,Burglary Residential,EPD,241,Property Crime,Burglary,8/26/2021 1:35:58 PM,9,35,58,991,-75.1128,39.9974
505,24,1,1/5/2021 10:40:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,1/5/2021 10:40:59 AM,5,40,59,20,-75.1138,39.9966
506,24,1,2/28/2021 1:47:00 PM,3200 BLOCK KENSINGTON AVE,600,Thefts,EPD,241,Property Crime,Larceny,2/28/2021 1:47:59 PM,8,47,59,32,-75.1134,39.9966
507,24,1,7/16/2021 11:11:00 PM,3200 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,7/16/2021 11:11:59 PM,19,11,59,37,-75.1126,39.997
508,24,1,3/4/2021 11:06:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,3/4/2021 11:06:59 AM,6,6,59,51,-75.114,39.9966
509,24,1,3/9/2021 1:39:00 AM,3200 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,241,Violent Crime,Agg. Assault,3/9/2021 1:39:59 AM,20,39,59,77,-75.1127,39.9975
510,24,1,11/29/2021 5:12:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,11/29/2021 5:12:59 PM,12,12,59,120,-75.1133,39.9965
511,24,2,6/18/2017 5:37:00 PM,3000 BLOCK EMERALD ST,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,6/18/2017 5:37:59 PM,13,37,59,153,-75.1148,39.9925
512,24,2,12/16/2017 1:20:00 AM,3100 BLOCK HARTVILLE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,12/16/2017 1:20:59 AM,20,20,59,153,-75.1202,39.9958
513,24,2,11/12/2017 1:04:00 PM,3100 BLOCK RUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,11/12/2017 1:04:59 PM,8,4,59,158,-75.1149,39.9951
514,24,2,3/17/2017 11:36:00 AM,500 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,3/17/2017 11:36:59 AM,7,36,59,171,-75.1216,39.9928
515,24,2,6/24/2017 11:46:00 AM,3100 BLOCK F ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/24/2017 11:46:59 AM,7,46,59,176,-75.1174,39.9965
516,24,2,1/29/2017 11:04:00 AM,3100 BLOCK JASPER STREET,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/29/2017 11:04:59 AM,6,4,59,204,-75.1147,39.9939
517,24,2,3/30/2017 6:37:00 AM,2900 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,3/30/2017 6:37:59 AM,2,37,59,205,-75.1203,39.9927
518,24,2,5/23/2017 1:40:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,5/23/2017 1:40:59 PM,9,40,59,205,-75.1155,39.9952
519,24,2,3/14/2017 3:17:00 PM,3000 BLOCK KENSINGTON AVE,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/14/2017 3:17:59 PM,11,17,59,207,-75.1168,39.9946
520,24,2,9/20/2017 1:47:00 PM,400 BLOCK E ELKHART ST,600,Thefts,EPD,242,Property Crime,Larceny,9/20/2017 1:47:59 PM,9,47,59,213,-75.1217,39.9956
521,24,2,7/25/2017 8:05:00 PM,3100 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,7/25/2017 8:05:59 PM,16,5,59,225,-75.1138,39.9962
522,24,2,7/30/2017 1:02:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,7/30/2017 1:02:59 PM,9,2,59,226,-75.1158,39.9952
523,24,2,8/16/2017 3:14:00 AM,3100 BLOCK KENSINGTON,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/16/2017 3:14:59 AM,23,14,59,234,-75.1158,39.9952
524,24,2,4/19/2017 8:45:00 AM,3100 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,4/19/2017 8:45:59 AM,4,45,59,246,-75.1137,39.9963
525,24,2,12/27/2017 10:57:00 AM,600 BLOCK E WISHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,12/27/2017 10:57:59 AM,5,57,59,249,-75.1178,39.9966
526,24,2,8/29/2017 5:03:00 AM,500 BLOCK E ALLEGHENY AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/29/2017 5:03:59 AM,1,3,59,262,-75.1208,39.9974
527,24,2,11/28/2017 8:09:00 PM,500 BLOCK E ALLEGHENY AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/28/2017 8:09:59 PM,15,9,59,273,-75.1208,39.9974
528,24,2,11/20/2017 2:47:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,11/20/2017 2:47:59 PM,9,47,59,277,-75.1157,39.9952
529,24,2,11/21/2017 9:47:00 AM,3000 BLOCK RUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,11/21/2017 9:47:59 AM,4,47,59,279,-75.1164,39.9943
530,24,2,3/10/2017 6:55:00 PM,3100 BLOCK CUSTER ST,600,Thefts,EPD,242,Property Crime,Larceny,3/10/2017 6:55:59 PM,13,55,59,281,-75.1165,39.9961
531,24,2,6/2/2017 12:16:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/2/2017 12:16:59 PM,8,16,59,282,-75.1144,39.996
532,24,2,12/25/2017 5:18:00 PM,3100 BLOCK POTTER ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,12/25/2017 5:18:59 PM,12,18,59,287,-75.1156,39.9959
533,24,2,11/18/2017 4:17:00 PM,600 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,11/18/2017 4:17:59 PM,11,17,59,292,-75.1193,39.9972
534,24,2,11/20/2017 9:19:00 PM,1800 BLOCK E CAMBRIA ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/20/2017 9:19:59 PM,16,19,59,294,-75.1203,39.9927
535,24,2,11/30/2017 8:39:00 AM,2900 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,11/30/2017 8:39:59 AM,3,39,59,297,-75.1193,39.9932
536,24,2,10/14/2017 10:24:00 AM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/14/2017 10:24:59 AM,6,24,59,302,-75.1207,39.9959
537,24,2,5/15/2017 10:51:00 AM,3100 BLOCK KENSINGTON AVE,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,5/15/2017 10:51:59 AM,6,51,59,303,-75.1158,39.9952
538,24,2,4/27/2017 9:47:00 AM,600 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/27/2017 9:47:59 AM,5,47,59,309,-75.1181,39.9971
539,24,2,3/8/2017 3:11:00 PM,3100 BLOCK G ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/8/2017 3:11:59 PM,10,11,59,317,-75.1158,39.9952
540,24,2,5/12/2017 3:43:00 AM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/12/2017 3:43:59 AM,23,43,59,319,-75.1158,39.9952
541,24,2,7/21/2017 12:26:00 AM,1900 BLOCK E MONMOUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,7/21/2017 12:26:59 AM,20,26,59,320,-75.1185,39.9918
542,24,2,12/26/2017 10:31:00 AM,600 BLOCK E INDIANA AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,12/26/2017 10:31:59 AM,5,31,59,325,-75.1199,39.9941
543,24,2,6/21/2017 6:35:00 PM,3000 BLOCK KENSINGTON AVE,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,6/21/2017 6:35:59 PM,14,35,59,325,-75.117,39.9944
544,24,2,1/11/2017 12:37:00 PM,3000 BLOCK RORER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,1/11/2017 12:37:59 PM,7,37,59,333,-75.1208,39.9947
545,24,2,8/22/2017 11:05:00 AM,1800 BLOCK E CLEMENTINE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,8/22/2017 11:05:59 AM,7,5,59,333,-75.1149,39.9956
546,24,2,9/29/2017 8:19:00 PM,2000 BLOCK E ORLEANS ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,9/29/2017 8:19:59 PM,16,19,59,347,-75.1167,39.9914
547,24,2,10/21/2017 8:28:00 PM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/21/2017 8:28:59 PM,16,28,59,347,-75.12,39.9923
548,24,2,11/3/2017 4:04:00 PM,3100 BLOCK F ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/3/2017 4:04:59 PM,12,4,59,350,-75.1178,39.9954
549,24,2,5/21/2017 10:35:00 PM,3000 BLOCK F ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/21/2017 10:35:59 PM,18,35,59,353,-75.1181,39.994
550,24,2,11/26/2017 9:15:00 AM,3100 BLOCK FRANKFORD AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,11/26/2017 9:15:59 AM,4,15,59,359,-75.1128,39.9918
551,24,2,7/27/2017 8:50:00 PM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/27/2017 8:50:59 PM,16,50,59,360,-75.1134,39.9965
552,24,2,12/8/2017 9:01:00 AM,500 BLOCK E CAMBRIA ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,12/8/2017 9:01:59 AM,4,1,59,361,-75.1213,39.9928
553,24,2,12/2/2017 12:58:00 PM,600 BLOCK E INDIANA AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,12/2/2017 12:58:59 PM,7,58,59,364,-75.1199,39.9941
554,24,2,5/4/2017 11:28:00 PM,1900 BLOCK E WISHART ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,5/4/2017 11:28:59 PM,19,28,59,367,-75.113,39.9947
555,24,2,6/27/2017 10:44:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,6/27/2017 10:44:59 AM,6,44,59,370,-75.1199,39.9929
556,24,2,5/31/2017 5:35:00 PM,1900 BLOCK E CAMBRIA ST,600,Thefts,EPD,242,Property Crime,Larceny,5/31/2017 5:35:59 PM,13,35,59,370,-75.1191,39.9914
557,24,2,12/23/2017 5:58:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,12/23/2017 5:58:59 PM,12,58,59,373,-75.1146,39.9958
558,24,2,10/7/2017 4:11:00 PM,3100 BLOCK G ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/7/2017 4:11:59 PM,12,11,59,385,-75.1155,39.996
559,24,2,1/26/2017 4:42:00 AM,3000 BLOCK RUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,1/26/2017 4:42:59 AM,23,42,59,386,-75.1177,39.9936
560,24,2,4/11/2017 11:06:00 PM,3100 BLOCK F ST,600,Thefts,EPD,242,Property Crime,Larceny,4/11/2017 11:06:59 PM,19,6,59,387,-75.1178,39.9954
561,24,2,10/14/2017 5:56:00 PM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/14/2017 5:56:59 PM,13,56,59,388,-75.1207,39.9959
562,24,2,7/1/2017 7:09:00 AM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/1/2017 7:09:59 AM,3,9,59,390,-75.1154,39.9967
563,24,2,3/24/2017 12:19:00 AM,2000 BLOCK E ORLEANS ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,3/24/2017 12:19:59 AM,20,19,59,393,-75.1167,39.9914
564,24,2,7/22/2017 10:38:00 PM,3000 BLOCK EMERALD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/22/2017 10:38:59 PM,18,38,59,395,-75.1167,39.9915
565,24,2,7/24/2017 12:04:00 AM,3100 BLOCK KENSINGTON AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/24/2017 12:04:59 AM,20,4,59,395,-75.1158,39.9952
566,24,2,4/14/2017 1:12:00 PM,800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/14/2017 1:12:59 PM,9,12,59,405,-75.1154,39.9967
567,24,2,8/26/2017 10:27:00 AM,2900 BLOCK RORER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/26/2017 10:27:59 AM,6,27,59,406,-75.1211,39.9931
568,24,2,5/25/2017 11:03:00 PM,2900 BLOCK RUTH ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,5/25/2017 11:03:59 PM,19,3,59,407,-75.1195,39.9925
569,24,2,1/8/2017 10:45:00 AM,1800 BLOCK E MONMOUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/8/2017 10:45:59 AM,5,45,59,412,-75.1197,39.993
570,24,2,7/24/2017 1:09:00 PM,3100 BLOCK KENSINGTON AVEALLEGHENY AVE,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,7/24/2017 1:09:59 PM,9,9,59,436,-75.1133,39.9965
571,24,2,3/2/2017 3:27:00 PM,3000 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/2/2017 3:27:59 PM,10,27,59,437,-75.1182,39.9938
572,24,2,5/29/2017 10:35:00 PM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/29/2017 10:35:59 PM,18,35,59,438,-75.113,39.996
573,24,2,1/16/2017 8:47:00 AM,1900 BLOCK E MONMOUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,1/16/2017 8:47:59 AM,3,47,59,440,-75.1183,39.9916
574,24,2,1/11/2017 1:03:00 PM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/11/2017 1:03:59 PM,8,3,59,442,-75.1147,39.9939
575,24,2,5/20/2017 8:13:00 AM,3100 BLOCK RORER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,5/20/2017 8:13:59 AM,4,13,59,443,-75.1205,39.9966
576,24,2,10/27/2017 10:31:00 AM,3000 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/27/2017 10:31:59 AM,6,31,59,444,-75.121,39.9944
577,24,2,3/14/2017 9:45:00 PM,3100 BLOCK JASPER ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,3/14/2017 9:45:59 PM,17,45,59,450,-75.1129,39.9949
578,24,2,1/6/2017 6:40:00 AM,3000 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/6/2017 6:40:59 AM,1,40,59,468,-75.121,39.9944
579,24,2,1/12/2017 12:25:00 AM,3100 BLOCK CUSTER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/12/2017 12:25:59 AM,19,25,59,468,-75.1168,39.9954
580,24,2,10/1/2017 2:57:00 AM,3100 BLOCK STOUTON ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,10/1/2017 2:57:59 AM,22,57,59,475,-75.1149,39.9947
581,24,2,9/23/2017 10:12:00 AM,500 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,9/23/2017 10:12:59 AM,6,12,59,476,-75.1197,39.9973
582,24,2,4/3/2017 1:09:00 PM,600 BLOCK E INDIANA AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,4/3/2017 1:09:59 PM,9,9,59,477,-75.1199,39.9941
583,24,2,2/15/2017 3:00:00 PM,3100 BLOCK FRANKFORD AVE,600,Thefts,EPD,242,Property Crime,Larceny,2/15/2017 3:00:59 PM,10,0,59,482,-75.1128,39.9918
584,24,2,3/21/2017 7:46:00 PM,3100 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/21/2017 7:46:59 PM,15,46,59,484,-75.1151,39.9962
585,24,2,3/27/2017 3:59:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,3/27/2017 3:59:59 PM,11,59,59,492,-75.1138,39.9962
586,24,2,1/11/2017 11:59:00 AM,3100 BLOCK KENSINGTON AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/11/2017 11:59:59 AM,6,59,59,492,-75.1146,39.9959
587,24,2,1/11/2017 4:51:00 PM,1900 BLOCK E LIPPINCOTT ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/11/2017 4:51:59 PM,11,51,59,492,-75.1136,39.9944
588,24,2,5/25/2017 10:57:00 PM,3000 BLOCK KENSINGTON AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,5/25/2017 10:57:59 PM,18,57,59,497,-75.118,39.994
589,24,2,3/18/2017 8:35:00 PM,500 BLOCK E CAMBRIA ST,600,Thefts,EPD,242,Property Crime,Larceny,3/18/2017 8:35:59 PM,16,35,59,510,-75.1207,39.9928
590,24,2,8/13/2017 10:52:00 AM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,8/13/2017 10:52:59 AM,6,52,59,510,-75.115,39.9955
591,24,2,3/29/2017 7:39:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,3/29/2017 7:39:59 PM,15,39,59,514,-75.1139,39.9962
592,24,2,1/12/2017 6:43:00 PM,500 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/12/2017 6:43:59 PM,13,43,59,518,-75.1215,39.9944
593,24,2,4/27/2017 1:58:00 PM,3100 BLOCK REACH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/27/2017 1:58:59 PM,9,58,59,519,-75.1161,39.9961
594,24,2,1/8/2017 9:53:00 AM,D ST / E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/8/2017 9:53:59 AM,4,53,59,519,-75.1216,39.9959
595,24,2,8/24/2017 11:44:00 PM,700 BLOCK E CLEARFIELD ST,600,Thefts,EPD,242,Property Crime,Larceny,8/24/2017 11:44:59 PM,19,44,59,521,-75.1177,39.9954
596,24,2,9/12/2017 1:15:00 PM,2900 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/12/2017 1:15:59 PM,9,15,59,528,-75.1194,39.9931
597,24,2,6/28/2017 1:45:00 PM,600 BLOCK E CLEMENTINE ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/28/2017 1:45:59 PM,9,45,59,533,-75.1194,39.996
598,24,2,10/6/2017 4:47:00 PM,600 BLOCK E WISHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,10/6/2017 4:47:59 PM,12,47,59,535,-75.1176,39.9966
599,24,2,12/20/2017 8:31:00 PM,3000 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,12/20/2017 8:31:59 PM,15,31,59,535,-75.118,39.994
600,24,2,1/6/2017 8:18:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,1/6/2017 8:18:59 PM,15,18,59,540,-75.1148,39.9956
601,24,2,9/1/2017 5:22:00 PM,2000 BLOCK E STELLA ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/1/2017 5:22:59 PM,13,22,59,540,-75.1156,39.9916
602,24,2,9/5/2017 11:50:00 AM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/5/2017 11:50:59 AM,7,50,59,556,-75.1207,39.9958
603,24,2,10/14/2017 10:10:00 AM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/14/2017 10:10:59 AM,6,10,59,558,-75.1207,39.9959
604,24,2,9/3/2017 8:46:00 AM,1800 BLOCK E CAMBRIA ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/3/2017 8:46:59 AM,4,46,59,560,-75.1194,39.9918
605,24,2,6/3/2017 1:56:00 PM,3100 BLOCK E ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,6/3/2017 1:56:59 PM,9,56,59,565,-75.1196,39.9961
606,24,2,2/7/2017 5:12:00 AM,1800 BLOCK E ALLEGHENY AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,2/7/2017 5:12:59 AM,0,12,59,571,-75.1134,39.9965
607,24,2,10/3/2017 12:19:00 PM,2900 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,10/3/2017 12:19:59 PM,8,19,59,573,-75.1203,39.9927
608,24,2,12/19/2017 11:34:00 AM,2000 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,12/19/2017 11:34:59 AM,6,34,59,579,-75.1139,39.9929
609,24,2,8/30/2017 10:40:00 PM,3000 BLOCK POTTER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/30/2017 10:40:59 PM,18,40,59,579,-75.1178,39.9946
610,24,2,8/11/2017 8:31:00 PM,1900 BLOCK E WISHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,8/11/2017 8:31:59 PM,16,31,59,583,-75.113,39.9947
611,24,2,8/28/2017 5:51:00 PM,3100 BLOCK FRANKFORD AVE,600,Thefts,EPD,242,Property Crime,Larceny,8/28/2017 5:51:59 PM,13,51,59,603,-75.1128,39.9918
612,24,2,1/13/2017 10:16:00 AM,2900 BLOCK RUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,1/13/2017 10:16:59 AM,5,16,59,609,-75.1188,39.9929
613,24,2,2/7/2017 10:56:00 AM,2900 BLOCK RORER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,2/7/2017 10:56:59 AM,5,56,59,611,-75.1213,39.9929
614,24,2,8/26/2017 5:45:00 PM,3100 BLOCK G ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/26/2017 5:45:59 PM,13,45,59,616,-75.1156,39.9962
615,24,2,5/5/2017 9:18:00 AM,2800 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,5/5/2017 9:18:59 AM,5,18,59,635,-75.1211,39.9923
616,24,2,7/7/2017 6:45:00 PM,2900 BLOCK D ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/7/2017 6:45:59 PM,14,45,59,635,-75.1221,39.9934
617,24,2,9/22/2017 11:42:00 PM,600 BLOCK E ALLEGHENY AVE,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,9/22/2017 11:42:59 PM,19,42,59,639,-75.1193,39.9972
618,24,2,6/7/2017 3:37:00 AM,500 BLOCK E CLEARFIELD ST,600,Thefts,EPD,242,Property Crime,Larceny,6/7/2017 3:37:59 AM,23,37,59,644,-75.1216,39.9959
619,24,2,4/29/2017 10:45:00 PM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,4/29/2017 10:45:59 PM,18,45,59,653,-75.118,39.994
620,24,2,3/15/2017 4:22:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,3/15/2017 4:22:59 PM,12,22,59,667,-75.1152,39.9956
621,24,2,9/8/2017 12:22:00 AM,3000 BLOCK F ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/8/2017 12:22:59 AM,20,22,59,669,-75.1181,39.994
622,24,2,5/6/2017 9:58:00 AM,3100 BLOCK RORER ST,600,Thefts,EPD,242,Property Crime,Larceny,5/6/2017 9:58:59 AM,5,58,59,675,-75.1204,39.9966
623,24,2,9/28/2017 5:59:00 AM,3200 BLOCK SHELBOURNE ST,300,Robbery Firearm,EPD,241,Violent Crime,Robbery,9/28/2017 5:59:59 AM,1,59,59,685,-75.1138,39.9966
