OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
1101,24,2,5/7/2018 2:19:00 PM,3000 BLOCK HARTVILLE ST,100,Homicide - Criminal,EPD,242,Violent Crime,Murder,5/7/2018 2:19:01 PM,10,19,1,994,-75.1205,39.9943
1102,24,2,8/23/2018 4:51:00 PM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/23/2018 4:51:02 PM,12,51,2,1,-75.1175,39.9936
1103,24,2,8/24/2018 4:00:00 AM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/24/2018 4:00:02 AM,0,0,2,1,-75.1182,39.9938
1104,24,2,5/22/2018 3:33:00 AM,3100 BLOCK KENSINGTON AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,5/22/2018 3:33:02 AM,23,33,2,5,-75.1147,39.9957
1105,24,2,6/3/2018 1:56:00 PM,3100 BLOCK E ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,6/3/2018 1:56:02 PM,9,56,2,7,-75.1196,39.9961
1106,24,2,7/25/2018 4:31:00 PM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/25/2018 4:31:02 PM,12,31,2,7,-75.1154,39.9967
1107,24,2,8/15/2018 10:49:00 PM,1900 BLOCK E WISHART ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,8/15/2018 10:49:02 PM,18,49,2,14,-75.1127,39.9944
1108,24,2,11/5/2018 8:02:00 PM,F ST / E CLEMENTINE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/5/2018 8:02:02 PM,15,2,2,24,-75.1176,39.9958
1109,24,2,5/12/2018 12:02:00 AM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/12/2018 12:02:02 AM,20,2,2,27,-75.1179,39.9934
1110,24,2,12/19/2018 11:34:00 AM,2000 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,12/19/2018 11:34:02 AM,6,34,2,27,-75.1139,39.9929
1111,24,2,7/9/2018 3:20:00 AM,2000 BLOCK E ELKHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/9/2018 3:20:02 AM,23,20,2,35,-75.1147,39.9919
1112,24,2,9/5/2018 1:26:00 PM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/5/2018 1:26:02 PM,9,26,2,41,-75.1207,39.9958
1113,24,2,2/15/2018 3:21:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,2/15/2018 3:21:02 PM,10,21,2,42,-75.1152,39.9956
1114,24,2,7/17/2018 4:57:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,7/17/2018 4:57:02 AM,0,57,2,48,-75.1203,39.9927
1115,24,2,4/26/2018 4:11:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/26/2018 4:11:02 PM,12,11,2,48,-75.1143,39.9959
1116,24,2,6/10/2018 12:41:00 AM,600 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,6/10/2018 12:41:02 AM,20,41,2,55,-75.1193,39.9972
1117,24,2,4/8/2018 11:35:00 AM,3000 BLOCK FRANKFORD AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,4/8/2018 11:35:02 AM,7,35,2,62,-75.1137,39.9913
1118,24,2,4/20/2018 11:35:00 AM,3100 BLOCK RUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/20/2018 11:35:02 AM,7,35,2,63,-75.1152,39.995
1119,24,2,10/22/2018 5:37:00 PM,3000 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,10/22/2018 5:37:02 PM,13,37,2,68,-75.117,39.9939
1120,24,2,2/10/2018 11:00:00 AM,RUTH ST / E CLEARFIELD ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/10/2018 11:00:02 AM,6,0,2,69,-75.1155,39.9947
1121,24,2,1/12/2018 5:33:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/12/2018 5:33:02 AM,0,33,2,69,-75.1154,39.9967
1122,24,2,8/5/2018 10:15:00 AM,2800 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/5/2018 10:15:02 AM,6,15,2,78,-75.1213,39.9922
1123,24,2,2/24/2018 2:36:00 AM,3100 BLOCK JASPER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,2/24/2018 2:36:02 AM,21,36,2,86,-75.1133,39.9945
1124,24,2,10/29/2018 3:17:00 AM,3000 BLOCK EMERALD ST,600,Thefts,EPD,242,Property Crime,Larceny,10/29/2018 3:17:02 AM,23,17,2,90,-75.1167,39.9915
1125,24,2,12/23/2018 9:54:00 AM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,12/23/2018 9:54:02 AM,4,54,2,91,-75.1147,39.9939
1126,24,2,8/1/2018 12:36:00 PM,2900 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,8/1/2018 12:36:02 PM,8,36,2,93,-75.119,39.9934
1127,24,2,5/19/2018 4:33:00 PM,3000 BLOCK EMERALD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/19/2018 4:33:02 PM,12,33,2,94,-75.1154,39.9921
1128,24,2,12/1/2018 10:37:00 PM,3000 BLOCK BRADDOCK ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/1/2018 10:37:02 PM,17,37,2,95,-75.1134,39.9921
1129,24,2,10/28/2018 12:38:00 PM,1800 BLOCK E MONMOUTH ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/28/2018 12:38:02 PM,8,38,2,96,-75.1197,39.993
1130,24,2,11/24/2018 1:06:00 AM,1900 BLOCK E LIPPINCOTT ST,600,Thefts,EPD,242,Property Crime,Larceny,11/24/2018 1:06:02 AM,20,6,2,98,-75.1135,39.9944
1131,24,2,8/10/2018 3:38:00 PM,500 BLOCK E CAMBRIA ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/10/2018 3:38:02 PM,11,38,2,108,-75.1207,39.9928
1132,24,2,11/15/2018 9:18:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/15/2018 9:18:02 AM,4,18,2,111,-75.1154,39.9967
1133,24,2,8/18/2018 4:38:00 PM,HART LA / KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,8/18/2018 4:38:02 PM,12,38,2,111,-75.1215,39.992
1134,24,2,9/22/2018 8:22:00 AM,500 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/22/2018 8:22:02 AM,4,22,2,133,-75.1216,39.9928
1135,24,2,7/13/2018 4:14:00 PM,2900 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,7/13/2018 4:14:02 PM,12,14,2,136,-75.1221,39.9934
1136,24,2,2/11/2018 7:22:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/11/2018 7:22:02 AM,2,22,2,147,-75.1179,39.9921
1137,24,2,4/10/2018 5:33:00 PM,600 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/10/2018 5:33:02 PM,13,33,2,154,-75.1194,39.9957
1138,24,2,4/22/2018 10:02:00 PM,3100 BLOCK EMERALD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,4/22/2018 10:02:02 PM,18,2,2,156,-75.1136,39.9931
1139,24,2,6/25/2018 3:25:00 AM,3100 BLOCK D ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,6/25/2018 3:25:02 AM,23,25,2,171,-75.1215,39.9966
1140,24,2,9/15/2018 10:22:00 AM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,9/15/2018 10:22:02 AM,6,22,2,172,-75.1158,39.9952
1141,24,2,2/19/2018 2:32:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,2/19/2018 2:32:02 PM,9,32,2,173,-75.1138,39.9962
1142,24,2,3/2/2018 4:09:00 PM,1900 BLOCK E MONMOUTH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/2/2018 4:09:02 PM,11,9,2,178,-75.1186,39.9917
1143,24,2,5/20/2018 10:39:00 AM,1800 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/20/2018 10:39:02 AM,6,39,2,182,-75.1146,39.9954
1144,24,2,11/17/2018 9:58:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,11/17/2018 9:58:02 AM,4,58,2,188,-75.1196,39.993
1145,24,2,5/3/2018 3:59:00 AM,3000 BLOCK F ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,5/3/2018 3:59:02 AM,23,59,2,192,-75.1181,39.994
1146,24,2,8/28/2018 3:00:00 PM,600 BLOCK E CLEMENTINE ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/28/2018 3:00:02 PM,11,0,2,192,-75.1187,39.9959
1147,24,2,12/21/2018 4:53:00 PM,500 BLOCK HART LN,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,12/21/2018 4:53:02 PM,11,53,2,194,-75.1218,39.9923
1148,24,2,3/5/2018 11:37:00 PM,3000 BLOCK RUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/5/2018 11:37:02 PM,18,37,2,194,-75.1158,39.9946
1149,24,2,4/16/2018 6:44:00 PM,3000 BLOCK GRANSBACK ST,600,Thefts,EPD,242,Property Crime,Larceny,4/16/2018 6:44:02 PM,14,44,2,201,-75.1214,39.9946
1150,24,2,12/7/2018 8:52:00 PM,1800 BLOCK E LIPPINCOTT ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,12/7/2018 8:52:02 PM,15,52,2,210,-75.1136,39.9949
1151,24,2,12/15/2018 5:00:00 PM,3100 BLOCK FRANKFORD AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,12/15/2018 5:00:02 PM,12,0,2,225,-75.1128,39.9918
1152,24,2,12/26/2018 3:52:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,12/26/2018 3:52:02 PM,10,52,2,225,-75.1144,39.996
1153,24,2,9/6/2017 7:42:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,9/6/2017 7:42:02 PM,15,42,2,236,-75.1158,39.9952
1154,24,2,1/8/2018 10:08:00 AM,D ST / E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/8/2018 10:08:02 AM,5,8,2,237,-75.1216,39.9959
1155,24,2,6/14/2018 10:49:00 AM,2000 BLOCK E CLEMENTINE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,6/14/2018 10:49:02 AM,6,49,2,247,-75.1125,39.9924
1156,24,2,9/16/2018 3:13:00 PM,700 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/16/2018 3:13:02 PM,11,13,2,248,-75.1174,39.997
1157,24,2,8/19/2018 10:21:00 AM,1900 BLOCK E MONMOUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,8/19/2018 10:21:02 AM,6,21,2,267,-75.1184,39.9917
1158,24,2,10/31/2018 11:35:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/31/2018 11:35:02 PM,19,35,2,268,-75.1133,39.9965
1159,24,2,10/7/2018 9:23:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,10/7/2018 9:23:02 PM,17,23,2,269,-75.1163,39.9954
1160,24,2,1/6/2018 9:12:00 PM,3000 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/6/2018 9:12:02 PM,16,12,2,277,-75.1199,39.9951
1161,24,2,7/20/2018 1:28:00 AM,2900 BLOCK RUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,7/20/2018 1:28:02 AM,21,28,2,277,-75.1186,39.993
1162,24,2,3/17/2018 3:34:00 PM,1800 BLOCK E ORLEANS ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,3/17/2018 3:34:02 PM,11,34,2,278,-75.1178,39.9933
1163,24,2,9/4/2018 2:49:00 PM,3100 BLOCK G ST,600,Thefts,EPD,242,Property Crime,Larceny,9/4/2018 2:49:02 PM,10,49,2,278,-75.1155,39.996
1164,24,2,6/29/2018 1:08:00 PM,3000 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/29/2018 1:08:02 PM,9,8,2,281,-75.1164,39.9948
1165,24,2,3/28/2018 9:14:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/28/2018 9:14:02 AM,5,14,2,282,-75.1134,39.9965
1166,24,2,7/24/2018 4:27:00 AM,1900 BLOCK E ELKHART ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/24/2018 4:27:02 AM,0,27,2,282,-75.1152,39.9926
1167,24,2,1/11/2018 4:35:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,1/11/2018 4:35:02 PM,11,35,2,283,-75.116,39.9968
1168,24,2,8/19/2018 3:27:00 AM,1800 BLOCK E LIPPINCOTT ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/19/2018 3:27:02 AM,23,27,2,287,-75.1142,39.9957
1169,24,2,11/4/2018 1:34:00 PM,600 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/4/2018 1:34:02 PM,8,34,2,287,-75.1179,39.9958
1170,24,2,11/7/2018 3:35:00 PM,2800 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/7/2018 3:35:02 PM,10,35,2,288,-75.1208,39.9924
1171,24,2,11/2/2018 12:02:00 PM,3000 BLOCK E ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/2/2018 12:02:02 PM,8,2,2,297,-75.1199,39.995
1172,24,2,9/8/2018 6:42:00 PM,3100 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,9/8/2018 6:42:02 PM,14,42,2,305,-75.1195,39.9966
1173,24,2,3/17/2018 12:30:00 PM,2900 BLOCK D ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/17/2018 12:30:02 PM,8,30,2,305,-75.122,39.9938
1174,24,2,7/3/2018 5:22:00 PM,1800 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/3/2018 5:22:02 PM,13,22,2,310,-75.1194,39.9917
1175,24,2,5/10/2018 12:23:00 PM,1800 BLOCK E CLEARFIELD ST,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2018 12:23:02 PM,8,23,2,318,-75.1158,39.9951
1176,24,2,5/10/2018 4:04:00 PM,2800 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2018 4:04:02 PM,12,4,2,318,-75.1214,39.9921
1177,24,2,11/12/2018 10:39:00 PM,2900 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/12/2018 10:39:02 PM,17,39,2,323,-75.1183,39.9939
1178,24,2,2/10/2018 1:37:00 AM,3000 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,2/10/2018 1:37:02 AM,20,37,2,337,-75.1208,39.9947
1179,24,2,4/28/2018 1:59:00 PM,2900 BLOCK RORER ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/28/2018 1:59:02 PM,9,59,2,347,-75.1213,39.9931
1180,24,2,2/28/2018 11:54:00 AM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,2/28/2018 11:54:02 AM,6,54,2,348,-75.1142,39.9966
1181,24,2,5/22/2018 12:35:00 AM,700 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/22/2018 12:35:02 AM,20,35,2,348,-75.1174,39.997
1182,24,2,7/5/2018 10:44:00 PM,3000 BLOCK N E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/5/2018 10:44:02 PM,18,44,2,355,-75.1199,39.9947
1183,24,2,3/26/2018 12:07:00 PM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,3/26/2018 12:07:02 PM,8,7,2,357,-75.12,39.9923
1184,24,2,7/19/2018 6:46:00 AM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/19/2018 6:46:02 AM,2,46,2,358,-75.1184,39.9931
1185,24,2,10/20/2018 12:34:00 AM,3100 BLOCK CUSTER ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/20/2018 12:34:02 AM,20,34,2,360,-75.1168,39.9953
1186,24,2,7/12/2018 2:33:00 AM,800 BLOCK E ALLEGHENY AVEALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/12/2018 2:33:02 AM,22,33,2,367,-75.1154,39.9967
1187,24,2,6/30/2018 4:51:00 PM,3000 BLOCK E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,6/30/2018 4:51:02 PM,12,51,2,371,-75.12,39.9942
1188,24,2,4/19/2018 9:14:00 AM,1800 BLOCK E ORLEANS ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,4/19/2018 9:14:02 AM,5,14,2,389,-75.1177,39.9929
1189,24,2,4/8/2018 8:41:00 AM,1900 BLOCK E BIRCH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/8/2018 8:41:02 AM,4,41,2,395,-75.1179,39.992
1190,24,2,7/3/2018 1:12:00 PM,500 BLOCK E INDIANA AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/3/2018 1:12:02 PM,9,12,2,396,-75.1219,39.9944
1191,24,2,10/11/2018 5:40:00 PM,KENSINGTON AV / E ALLEGHENY AV,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,10/11/2018 5:40:02 PM,13,40,2,397,-75.1134,39.9965
1192,24,2,5/7/2018 10:47:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/7/2018 10:47:02 AM,6,47,2,403,-75.1134,39.9965
1193,24,2,10/1/2018 10:38:00 PM,3100 BLOCK REACH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,10/1/2018 10:38:02 PM,18,38,2,407,-75.116,39.9961
1194,24,2,8/26/2017 5:11:00 PM, 600 E INDIANA AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/26/2017 5:11:02 PM,13,11,2,408,-75.1199,39.9941
1195,24,2,2/19/2018 12:07:00 AM,3100 BLOCK HARTVILLE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/19/2018 12:07:02 AM,19,7,2,427,-75.12,39.9965
1196,24,2,7/27/2018 9:15:00 AM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/27/2018 9:15:02 AM,5,15,2,430,-75.1178,39.9935
1197,24,2,5/11/2018 8:49:00 PM,3000 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,5/11/2018 8:49:02 PM,16,49,2,438,-75.12,39.9942
1198,24,2,11/17/2018 9:24:00 AM,500 BLOCK E INDIANA AVE,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/17/2018 9:24:02 AM,4,24,2,454,-75.1201,39.9942
1199,24,2,1/4/2018 1:33:00 PM,3000 BLOCK EMERALD ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,1/4/2018 1:33:02 PM,8,33,2,455,-75.1156,39.9921
1200,24,2,3/4/2017 5:31:00 PM,1800 BLOCK E ORLEANS ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/4/2017 5:31:02 PM,12,31,2,458,-75.1178,39.993
1201,24,2,9/15/2018 6:26:00 PM,3000 BLOCK EMERALD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/15/2018 6:26:02 PM,14,26,2,462,-75.1167,39.9915
1202,24,2,2/10/2018 3:45:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/10/2018 3:45:02 AM,22,45,2,462,-75.1179,39.9921
1203,24,2,6/5/2018 8:32:00 PM,2900 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,6/5/2018 8:32:02 PM,16,32,2,469,-75.1194,39.9931
1204,24,2,10/30/2018 11:06:00 AM,1900 BLOCK E CLEMENTINE ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/30/2018 11:06:02 AM,7,6,2,474,-75.1141,39.9942
1205,24,2,4/4/2018 8:48:00 AM,3100 BLOCK HURLEY ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/4/2018 8:48:02 AM,4,48,2,479,-75.1219,39.9966
1206,24,2,12/3/2018 9:20:00 PM,500 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,12/3/2018 9:20:02 PM,16,20,2,479,-75.1194,39.9972
1207,24,2,4/19/2018 12:39:00 AM,3100 BLOCK REACH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/19/2018 12:39:02 AM,20,39,2,481,-75.1163,39.9955
1208,24,2,10/23/2018 10:04:00 PM,1800 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/23/2018 10:04:02 PM,18,4,2,487,-75.1158,39.9951
1209,24,2,9/18/2018 5:27:00 PM,2000 BLOCK E CLEARFIELD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/18/2018 5:27:02 PM,13,27,2,490,-75.1138,39.9928
1210,24,2,3/7/2018 2:56:00 PM,3000 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,3/7/2018 2:56:02 PM,9,56,2,497,-75.1159,39.9951
1211,24,2,6/23/2018 8:40:00 AM,500 BLOCK E INDIANA AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/23/2018 8:40:02 AM,4,40,2,499,-75.1204,39.9942
1212,24,2,1/28/2018 9:16:00 AM,1900 BLOCK E CLEARFIELD ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/28/2018 9:16:02 AM,4,16,2,500,-75.1147,39.9939
1213,24,2,1/3/2018 10:13:00 PM,2900 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/3/2018 10:13:02 PM,17,13,2,501,-75.1196,39.993
1214,24,2,11/7/2017 12:44:00 PM,1800 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/7/2017 12:44:02 PM,7,44,2,517,-75.1195,39.9919
1215,24,2,6/6/2018 1:05:00 PM,1900 BLOCK E ELKHART ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/6/2018 1:05:02 PM,9,5,2,522,-75.1151,39.9926
1216,24,2,12/20/2018 9:37:00 AM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/20/2018 9:37:02 AM,4,37,2,553,-75.118,39.994
1217,24,2,11/7/2018 10:52:00 PM,1800 BLOCK E LIPPINCOTT ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,11/7/2018 10:52:02 PM,17,52,2,554,-75.114,39.9955
1218,24,2,4/21/2018 8:29:00 AM,1900 BLOCK E WISHART ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/21/2018 8:29:02 AM,4,29,2,554,-75.1128,39.9947
1219,24,2,8/25/2018 2:52:00 PM,F ST / E ALLEGHENY AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/25/2018 2:52:02 PM,10,52,2,558,-75.1174,39.997
1220,24,2,12/18/2018 8:29:00 PM,3000 BLOCK POTTER ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,12/18/2018 8:29:02 PM,15,29,2,560,-75.1175,39.9947
1221,24,2,9/11/2018 8:19:00 AM,2000 BLOCK E ORLEANS ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/11/2018 8:19:02 AM,4,19,2,562,-75.1167,39.9914
1222,24,2,5/2/2018 9:33:00 AM,500 BLOCK E ALLEGHENY AVE,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,5/2/2018 9:33:02 AM,5,33,2,578,-75.1212,39.9975
1223,24,2,6/15/2018 12:57:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/15/2018 12:57:02 PM,8,57,2,580,-75.1158,39.9952
1224,24,2,2/2/2018 12:27:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/2/2018 12:27:02 PM,7,27,2,586,-75.1158,39.9952
1225,24,2,11/6/2018 10:13:00 PM,3100 BLOCK G ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/6/2018 10:13:02 PM,17,13,2,586,-75.1156,39.9964
1226,24,2,11/16/2018 11:48:00 PM,3000 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/16/2018 11:48:02 PM,18,48,2,588,-75.121,39.9944
1227,24,2,12/25/2018 10:35:00 PM,500 BLOCK E INDIANA AVE,600,Thefts,EPD,242,Property Crime,Larceny,12/25/2018 10:35:02 PM,17,35,2,590,-75.1209,39.9943
1228,24,2,3/17/2018 7:58:00 PM,3100 BLOCK REACH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,3/17/2018 7:58:02 PM,15,58,2,604,-75.1162,39.9958
1229,24,2,2/12/2018 10:15:00 PM,2800 BLOCK STOUTON ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/12/2018 10:15:02 PM,17,15,2,610,-75.1205,39.9914
1230,24,2,8/1/2018 8:41:00 AM,1900 BLOCK E ORLEANS ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/1/2018 8:41:02 AM,4,41,2,610,-75.1172,39.9923
1231,24,2,12/31/2018 12:07:00 PM,3100 BLOCK F ST,600,Thefts,EPD,242,Property Crime,Larceny,12/31/2018 12:07:02 PM,7,7,2,616,-75.1176,39.9965
